0	0	3050	2340	2070
0	0	3230	3050	2340
0	0	3400	3230	3050
0	0	3930	3400	3230
0	0	3830	3930	3400
0	0	3230	3830	3930
0	0	3580	3230	3830
0	0	3340	3580	3230
0	0	3320	3340	3580
0	0	2950	3320	3340
0	0	2900	2950	3320
0	0	2830	2900	2950
0	0	2230	2830	2900
0	0	2220	2230	2830
0	0	2140	2220	2230
0	0	1960	2140	2220
0	0	1850	1960	2140
0	0	2220	1850	1960
0	0	3100	2220	1850
0	0	2790	3100	2220
0	0	2040	2790	3100
0	0	2940	2040	2790
0	0	2900	2940	2040
0	0	1940	2900	2940
0	0	2000	1940	2900
0	0	2330	2000	1940
0	0	1360	2330	2000
0	0	626	1360	2330
0	0	1690	626	1360
0	0	2000	1690	626
0	0	2300	2000	1690
0	0	2220	2300	2000
0	0	2860	2220	2300
0	0	2410	2860	2220
0	0	2980	2410	2860
0	0	2950	2980	2410
0	0	2500	2950	2980
0	0	2370	2500	2950
0	0	2090	2370	2500
0	0	2880	2090	2370
0	0	2150	2880	2090
9.5	0	1420	2150	2880
28.5	9.5	1630	1420	2150
60.6	28.5	1630	1630	1420
0	60.6	1570	1630	1630
0	0	1300	1570	1630
0	0	1650	1300	1570
0	0	2150	1650	1300
0.1	0	2280	2150	1650
0	0.1	2610	2280	2150
14.4	0	2810	2610	2280
0	14.4	2440	2810	2610
0	0	2020	2440	2810
0	0	1560	2020	2440
0	0	1790	1560	2020
0	0	941	1790	1560
0	0	1140	941	1790
0	0	1530	1140	941
0	0	1150	1530	1140
0	0	930	1150	1530
0.4	0	1400	930	1150
0	0.4	1270	1400	930
0	0	1660	1270	1400
0	0	2160	1660	1270
0	0	2120	2160	1660
0	0	1860	2120	2160
0	0	1450	1860	2120
0	0	1440	1450	1860
0	0	858	1440	1450
0	0	582	858	1440
0	0	361	582	858
0	0	486	361	582
