5040	0.6047
5050	0.6036
5050	0.6045
5070	0.6045
5090	0.6104
5110	0.6128
5130	0.6135
5150	0.6154
5190	0.6179
5230	0.6242
5280	0.6296
5290	0.6387
5290	0.6367
5290	0.6381
5240	0.6315
5190	0.6254
5150	0.6182
5110	0.6124
5050	0.6084
4990	0.6014
4950	0.5897
4920	0.5876
4920	0.5847
4940	0.5865
4960	0.5912
4980	0.5974
5010	0.5972
5020	0.6009
5030	0.6022
5070	0.6022
5150	0.6087
5220	0.6218
5290	0.6318
5370	0.6398
5430	0.6543
5490	0.6573
5540	0.6638
5560	0.6696
5570	0.6700
5610	0.6696
5640	0.6763
5690	0.6808
5690	0.6879
5670	0.6867
5670	0.6795
5640	0.6802
5600	0.6753
5550	0.6687
5520	0.6617
5490	0.6603
5480	0.6554
5460	0.6556
5530	0.6539
5650	0.6714
5750	0.6908
5860	0.7010
5980	0.7142
6090	0.7309
6200	0.7436
6320	0.7571
6420	0.7723
6510	0.7839
6580	0.7937
6600	0.8010
6580	0.7994
6560	0.7926
6500	0.7890
6420	0.7788
6370	0.7655
6290	0.7610
6230	0.7504
6150	0.7432
6080	0.7331
6010	0.7253
5950	0.7152
5870	0.7091
5800	0.6985
5780	0.6898
5750	0.6907
5740	0.6882
5690	0.6881
5570	0.6799
5470	0.6598
5380	0.6457
5280	0.6360
5190	0.6235
5120	0.6126
5090	0.6054
5040	0.6064
5020	0.5987
5020	0.5972
4960	0.5993
4850	0.5891
4720	0.5707
4620	0.5518
4520	0.5405
4450	0.5291
4400	0.5226
4350	0.5180
4290	0.5122
4240	0.5042
4250	0.4982
4180	0.5028
4120	0.4917
4030	0.4824
3930	0.4699
3820	0.4561
3740	0.4417
3620	0.4330
3570	0.4169
3300	0.4131
3210	0.3705
3110	0.3625
2890	0.3543
2810	0.3212
2780	0.3150
2470	0.3167
2560	0.2670
2490	0.2895
2440	0.2824
2320	0.2738
2440	0.2565
2450	0.2796
2330	0.2809
2140	0.2589
2060	0.2302
1950	0.2240
1940	0.2107
1910	0.2130
1920	0.2104
1830	0.2124
1740	0.1983
1770	0.1855
1760	0.1936
1740	0.1928
1830	0.1893
1870	0.2041
1820	0.2090
1800	0.1990
1750	0.1961
1610	0.1894
1640	0.1683
1490	0.1767
1430	0.1546
1460	0.1476
1360	0.1557
1300	0.1404
1320	0.1325
1230	0.1382
1340	0.1246
1320	0.1434
1320	0.1396
1400	0.1381
1380	0.1507
1140	0.1461
1160	0.1079
1100	0.1161
1030	0.1097
1090	0.0998
1130	0.1112
1080	0.1179
1070	0.1090
1000	0.1069
1030	0.0968
1070	0.1028
962	0.1091
1040	0.0915
982	0.1050
1050	0.0960
862	0.1065
651	0.0772
709	0.0475
876	0.0629
867	0.0888
809	0.0841
917	0.0739
846	0.0913
839	0.0792
855	0.0783
878	0.0817
921	0.0849
891	0.0908
849	0.0853
554	0.0790
602	0.0350
787	0.0487
818	0.0781
748	0.0792
691	0.0665
638	0.0589
713	0.0527
588	0.0655
618	0.0459
551	0.0520
574	0.0427
547	0.0470
501	0.0432
586	0.0366
321	0.0503
456	0.0097
508	0.0339
485	0.0413
538	0.0360
470	0.0438
427	0.0330
382	0.0274
417	0.0221
416	0.0285
503	0.0281
381	0.0406
594	0.0211
289	0.0539
247	0.0060
335	0.0033
302	0.0199
379	0.0138
388	0.0250
415	0.0252
404	0.0285
341	0.0263
403	0.0170
238	0.0273
312	0.0025
348	0.0158
415	0.0210
382	0.0305
335	0.0251
387	0.0172
354	0.0253
348	0.0200
360	0.0192
309	0.0213
306	0.0137
363	0.0140
391	0.0228
407	0.0259
411	0.0274
430	0.0275
428	0.0300
437	0.0294
418	0.0306
409	0.0277
441	0.0266
476	0.0316
363	0.0363
336	0.0187
279	0.0165
333	0.0097
282	0.0187
286	0.0107
301	0.0118
310	0.0143
411	0.0154
371	0.0299
386	0.0221
428	0.0243
464	0.0305
478	0.0349
403	0.0360
278	0.0244
331	0.0071
340	0.0179
351	0.0192
369	0.0210
390	0.0239
420	0.0254
394	0.0292
461	0.0247
484	0.0348
572	0.0372
506	0.0495
508	0.0382
490	0.0385
436	0.0363
267	0.0286
392	0.0048
355	0.0271
383	0.0204
417	0.0243
336	0.0291
387	0.0164
456	0.0250
401	0.0384
629	0.0308
581	0.0590
580	0.0485
535	0.0473
618	0.0419
401	0.0568
411	0.0231
385	0.0382
394	0.0235
438	0.0252
405	0.0317
508	0.0260
417	0.0414
630	0.0292
620	0.0684
729	0.0608
651	0.0691
613	0.0607
561	0.0610
496	0.0441
514	0.0353
516	0.0397
