0	0	1720	1750
0	0	1720	1720
0	0	1740	1720
0	0	1710	1740
0	0	1640	1710
0	0	1600	1640
0	0	1610	1600
0	0	1580	1610
0	0	1550	1580
0	0	1560	1550
0	0	1600	1560
0	0	1530	1600
0	0	1540	1530
0	0	1470	1540
0	0	1400	1470
0	0	1350	1400
0	0	1290	1350
0	0	1250	1290
0	0	1260	1250
0	0	1230	1260
0.1	0	1210	1230
0	0.1	1260	1210
0	0	1260	1260
0	0	1340	1260
0	0	1260	1340
0	0	1280	1260
0	0	1270	1280
0	0	1150	1270
0	0	1150	1150
0	0	1050	1150
0	0	1050	1050
0	0	1040	1050
0	0	1010	1040
0	0	938	1010
0	0	987	938
0	0	948	987
0	0	978	948
0	0	960	978
0	0	918	960
0	0	1040	918
0	0	914	1040
0	0	968	914
0	0	825	968
0	0	769	825
0	0	776	769
0	0	681	776
0	0	714	681
0	0	606	714
0	0	690	606
0	0	750	690
0	0	746	750
0	0	745	746
0	0	765	745
0	0	763	765
0	0	838	763
0	0	755	838
0	0	678	755
0	0	618	678
0	0	633	618
0	0	626	633
0	0	604	626
0	0	626	604
0	0	564	626
0	0	494	564
0	0	540	494
0	0	549	540
0	0	576	549
0	0	596	576
0	0	603	596
0	0	582	603
0	0	554	582
0	0	530	554
0	0	580	530
0	0	485	580
0	0	434	485
0	0	444	434
0	0	437	444
0	0	440	437
0	0	426	440
0	0	483	426
0	0	480	483
0	0	412	480
0	0	459	412
0	0	415	459
0	0	415	415
0	0	459	415
0	0	494	459
0	0	476	494
0	0	417	476
0	0	438	417
0	0	420	438
0	0	355	420
0	0	282	355
16.7	0	280	282
1.4	16.7	327	280
0	1.4	384	327
0	0	416	384
0	0	477	416
0	0	478	477
0	0	487	478
0.5	0	461	487
0.1	0.5	400	461
0	0.1	391	400
0	0	381	391
8.5	0	419	381
0	8.5	389	419
0	0	398	389
8.1	0	493	398
0	8.1	511	493
18.4	0	487	511
0	18.4	416	487
0	0	519	416
0	0	475	519
0	0	517	475
0	0	487	517
0	0	472	487
11.9	0	608	472
1.5	11.9	560	608
37.1	1.5	486	560
0	37.1	413	486
9.1	0	366	413
3	9.1	302	366
0	3	352	302
0.6	0	397	352
0	0.6	311	397
18.3	0	470	311
0	18.3	527	470
19.3	0	516	527
0.2	19.3	541	516
0.2	0.2	597	541
0	0.2	550	597
0	0	544	550
23	0	615	544
4.6	23	647	615
7	4.6	737	647
9.8	7	803	737
4.2	9.8	904	803
11.5	4.2	1120	904
10.8	11.5	1210	1120
12.3	10.8	1160	1210
9.8	12.3	1200	1160
0	9.8	1240	1200
0	0	1180	1240
0	0	1100	1180
0	0	1040	1100
0	0	989	1040
0	0	915	989
0	0	824	915
0	0	848	824
0	0	852	848
21	0	820	852
6	21	1020	820
5.4	6	875	1020
0	5.4	977	875
0	0	976	977
5.7	0	1010	976
15.7	5.7	995	1010
1.5	15.7	1180	995
1.4	1.5	1100	1180
8.4	1.4	1020	1100
3	8.4	1040	1020
4.7	3	1000	1040
0.2	4.7	913	1000
0	0.2	984	913
30.5	0	948	984
0.1	30.5	969	948
1.3	0.1	1090	969
0	1.3	1120	1090
0	0	1110	1120
9.5	0	1120	1110
0	9.5	1210	1120
2.6	0	1350	1210
0	2.6	1380	1350
6.4	0	1520	1380
0	6.4	1540	1520
0	0	1620	1540
0	0	1570	1620
0	0	1550	1570
0	0	1620	1550
0	0	1580	1620
0	0	1580	1580
0	0	1600	1580
0.5	0	1650	1600
0	0.5	1590	1650
3.1	0	1640	1590
5.4	3.1	1550	1640
1.3	5.4	1540	1550
0.1	1.3	1490	1540
10.4	0.1	1500	1490
13.4	10.4	1540	1500
64.1	13.4	1600	1540
2.9	64.1	1580	1600
0	2.9	1530	1580
1.3	0	1550	1530
4.5	1.3	1540	1550
9.6	4.5	1570	1540
3.6	9.6	1570	1570
23.4	3.6	1630	1570
11.6	23.4	1720	1630
0.7	11.6	1810	1720
8.3	0.7	1970	1810
21	8.3	2050	1970
18.5	21	2230	2050
3.3	18.5	2410	2230
15.1	3.3	2790	2410
0	15.1	3160	2790
9.1	0	3340	3160
14.5	9.1	3500	3340
10.6	14.5	3680	3500
0.2	10.6	3870	3680
0	0.2	3990	3870
0	0	4080	3990
0.3	0	4110	4080
3.9	0.3	4140	4110
0	3.9	4150	4140
11.8	0	4140	4150
0	11.8	4200	4140
0	0	4350	4200
0	0	4490	4350
7	0	4580	4490
0	7	4640	4580
0.3	0	4680	4640
4.7	0.3	4700	4680
0	4.7	4700	4700
0	0	4710	4700
0	0	4720	4710
0	0	4730	4720
0.3	0	4760	4730
15.4	0.3	4740	4760
2.1	15.4	4780	4740
2	2.1	4830	4780
2.9	2	4880	4830
1.1	2.9	4890	4880
1	1.1	4900	4890
1.1	1	4930	4900
22.2	1.1	4950	4930
0	22.2	5010	4950
1.4	0	5100	5010
9.8	1.4	5180	5100
0.1	9.8	5340	5180
0	0.1	5420	5340
1.6	0	5360	5420
0	1.6	5410	5360
31	0	5440	5410
4.6	31	5480	5440
1.4	4.6	5500	5480
7.8	1.4	5480	5500
33.8	7.8	5470	5480
46.8	33.8	5460	5470
0	46.8	5460	5460
0.9	0	5420	5460
1.6	0.9	5390	5420
2.6	1.6	5400	5390
27.2	2.6	5400	5400
31.2	27.2	5410	5400
0.6	31.2	5440	5410
0	0.6	5490	5440
1.3	0	5550	5490
1.7	1.3	5660	5550
0.2	1.7	5770	5660
0	0.2	5870	5770
0	0	5980	5870
0	0	6090	5980
0	0	6220	6090
0	0	6360	6220
0.8	0	6530	6360
4.3	0.8	6750	6530
